id,nama,kode,tingkat
101857,Tamping,1105122014,4
101853,Tuwi Buya,1105122010,4
101851,Ujong Raja,1105122008,4
101660,Alue Raya,1105052001,4
101667,Cot Amun,1105052008,4
101661,Cot Darat,1105052002,4
101665,Cot Lampise,1105052006,4
101664,Cot Mesjid,1105052005,4
101662,Cot Pluh,1105052003,4
101666,Cot Seulamat,1105052007,4
101663,Cot Seumeureung,1105052004,4
101668,Deuah,1105052009,4
101671,Gampong Cot,1105052012,4
101670,Gampong Ladang,1105052011,4
101669,Gampong Teungoh,1105052010,4
101672,Keureuseng,1105052013,4
101673,Krueng Tinggai,1105052014,4
101674,Kuala Bubon,1105052015,4
101675,Leubok,1105052016,4
101677,Leukeun,1105052018,4
101676,Lhok Bubon,1105052017,4
101678,Mesjid Baro,1105052019,4
101681,Pange,1105052022,4
101679,Paya Lumpat,1105052020,4
101680,Pinem,1105052021,4
101682,Pucok Lueng,1105052023,4
101683,Rangkileh,1105052024,4
101684,Reusak,1105052025,4
101688,Suak Geudeubang,1105052029,4
101685,Suak Pandan,1105052026,4
101687,Suak Pante Breuh,1105052028,4
101686,Suak Seuke,1105052027,4
101689,Suak Seumaseh,1105052030,4
101690,Suak Timah,1105052031,4
101691,Ujong Nga,1105052032,4
101603,Drien Sibak,1105032007,4
101613,Gaseu,1105032017,4
101600,Geudong,1105032004,4
101611,Gleng,1105032015,4
101608,Gunong Buloh,1105032012,4
101599,Kajeung,1105032003,4
101605,Lancong,1105032009,4
101610,Lubok Beutong,1105032014,4
101614,Lueng Baro,1105032018,4
101607,Pungkie,1105032011,4
101609,Ramitie,1105032013,4
101598,Sakuy,1105032002,4
101601,Sarah Perlak,1105032005,4
101606,Sipot,1105032010,4
101612,Tanoh Mirah,1105032016,4
101597,Tungkop,1105032001,4
101602,Tutut,1105032006,4
101604,Tuwi Saya,1105032008,4
101635,Alue Blang,1105042020,4
101644,Alue Panyang,1105042029,4
101639,Alue Sikaya,1105042024,4
101651,Alue Sundak,1105042036,4
101620,Aron Baroh,1105042005,4
101619,Aron Tunong,1105042004,4
101657,Bakat,1105042042,4
101634,Blang Mee,1105042019,4
101645,Cot Keumude,1105042030,4
101656,Cot Lagan Bubon,1105042041,4
101653,Cot Murong,1105042038,4
101647,Cot Situah,1105042032,4
101640,Darul Huda,1105042025,4
101631,Drien Mangko,1105042016,4
101623,Geumpa Raya,1105042008,4
101654,Glee Siblah,1105042039,4
101632,Gunong Hampa,1105042017,4
101630,Gunong Rambong,1105042015,4
101626,Ie Itam Baroh,1105042011,4
101625,Ie Itam Tunong,1105042010,4
101642,Jawa,1105042027,4
101648,Jawi,1105042033,4
101641,Keuleumbah,1105042026,4
101616,Kuala Bhee,1105042001,4
101658,Lueng Buloh,1105042043,4
101633,Lueng Jawa,1105042018,4
101629,Lueng Tanoh Tho,1105042014,4
101628,Lueng Teungku Yah,1105042013,4
101624,Padang Jawa,1105042009,4
101649,Panton,1105042034,4
101618,Pasi Aceh,1105042003,4
101638,Pasi Ara,1105042023,4
101650,Pasi Birah,1105042035,4
101617,Pasi Lunak,1105042002,4
101621,Pasi Pandan,1105042006,4
101636,Paya Dua,1105042021,4
101637,Paya Luah,1105042022,4
101643,Pulo Ie,1105042028,4
101622,Ranto Panyang,1105042007,4
101646,Seumantok,1105042031,4
101655,Suak Trieng,1105042040,4
101652,Teumarom,1105042037,4
101627,Tingkeum Panyang,1105042012,4
101814,Alue Keumuning,1105102023,4
101799,Alue Leuhob,1105102008,4
101805,Alue Perman,1105102014,4
101797,Blang Cot Mameh,1105102006,4
101798,Blang Cot Rubek,1105102007,4
101792,Blang Luah Lm,1105102001,4
101802,Cot Lagan Lm,1105102011,4
101793,Cot Rambong,1105102002,4
101811,Ie Sayang,1105102020,4
101810,Karak,1105102019,4
101804,Kulam Kaju,1105102013,4
101800,Leubok Pasi Ara,1105102009,4
101794,Lhok Malee,1105102003,4
101803,Lueng Baro,1105102012,4
101808,Mon Pasong,1105102017,4
101796,Napai,1105102005,4
101807,Pasi Jeut,1105102016,4
101795,Pasi Malee,1105102004,4
101809,Pasi Mali,1105102018,4
101813,Pasi Panyang,1105102022,4
101806,Peuleukueng,1105102015,4
101815,Simpang Teumarom,1105102024,4
101801,Ulee Pasi Ara,1105102010,4
101812,Ulee Pulo,1105102021,4
101826,Alue Bilie,1105112010,4
101825,Alue Eumpeuk,1105112009,4
101829,Alue Kuyun,1105112013,4
101835,Alue Meuganda,1105112019,4
101836,Alue Seuralen,1105112020,4
101831,Blang Dalam,1105112015,4
101839,Blang Luah Kb,1105112023,4
101833,Blang Makmue,1105112017,4
101830,Bukit Meugajah,1105112014,4
101824,Cot Punti,1105112008,4
101834,Gampong Baro Kb,1105112018,4
101822,Gampong Baro Wt,1105112006,4
101842,Gunong Panyang,1105112026,4
101820,Kubu Capang,1105112004,4
101818,Lubuk Panyang,1105112002,4
101821,Pasi Ara Wt,1105112005,4
101827,Pasi Janeng,1105112011,4
101819,Paya Baro,1105112003,4
101841,Paya Meugendrang,1105112025,4
101823,Rambong,1105112007,4
101837,Rambong Pinto,1105112021,4
101840,Seuneubok Dalam,1105112024,4
101817,Seuradeuk,1105112001,4
101828,Tangkeh,1105112012,4
101832,Teumiket Ranom,1105112016,4
101838,Tuwi Eumpeuk,1105112022,4
105174,Alue Dawah,1112062013,4
105165,Alue Jeurejak,1112062004,4
105167,Alue Peunawa,1112062006,4
105166,Blang Dalam,1112062005,4
105169,Blang Raja,1112062008,4
105175,Cot Seumantok,1112062014,4
105164,Gunung Samarinda,1112062003,4
105163,Ie Mirah,1112062002,4
105173,Lhok Gayo,1112062012,4
105168,Pante Cermin,1112062007,4
105162,Pante Rakyat,1112062001,4
105170,Rukoen Dame,1112062009,4
105171,Simpang Gadeng,1112062010,4
105172,Teladan Jaya,1112062011,4
105066,Alue Manggota,1112012022,4
105073,Babah Lhung,1112012030,4
105068,Baharu,1112012024,4
105058,Cot Jeurat,1112012014,4
105064,Geulumpang Payong,1112012020,4
105072,Gudang,1112012029,4
105054,Guhang,1112012006,4
105069,Keude Paya,1112012025,4
105060,Keude Siblah,1112012016,4
105061,Kuta Bahagia,1112012017,4
105062,Kuta Tinggi,1112012018,4
105071,Kuta Tuha,1112012028,4
105067,Lam Kuta,1112012023,4
105056,Lhung Asan,1112012008,4
105057,Lhung Tarok,1112012010,4
105063,Mata Ie,1112012019,4
105059,Meudang Ara,1112012015,4
105065,Panton Raya,1112012021,4
105070,Pasar Blangpidie,1112012026,4
105055,Seunaloh,1112012007,4
105188,Alue Rambot,1112082002,4
105198,Alue Seulaseh,1112082012,4
105190,Alue Sungai Pinang,1112082004,4
105193,Asoe Nanggroe,1112082007,4
105187,Baru,1112082001,4
105191,Cot Mane,1112082005,4
105195,Ikue Lhung,1112082009,4
105197,Jeumpa Barat,1112082011,4
105189,Kuta Jeumpa,1112082003,4
105196,Kuta Makmur,1112082010,4
105192,Ladang Neubok,1112082006,4
105194,Padang Geulumpang,1112082008,4
105146,Alue Padee,1112052007,4
105153,Alue Pisang,1112052014,4
105144,Blang Makmur,1112052005,4
105151,Blang Panyang,1112052012,4
